test_number,expected_result,period,description,holiday_strategy,date,date,date,date,date,date,date,date,date,date,date,date,date,date,date,date
1,monthly,monthly,monthly previous_working_day starting 2019-01-02,previous_working_day,2019-01-02,2019-02-01,2019-03-01
2,monthly,monthly,monthly next_working_day starting 2019-01-02,next_working_day,2019-01-02,2019-02-04,2019-03-04
3,monthly,monthly,monthly previous_working_day starting 2019-01-03,previous_working_day,2019-01-03,2019-02-01,2019-03-01
4,monthly,monthly,monthly next_working_day starting 2019-01-03,next_working_day,2019-01-03,2019-02-04,2019-03-04
5,monthly,monthly,monthly previous_working_day starting 2019-01-04,previous_working_day,2019-01-04,2019-02-04,2019-03-04
6,monthly,monthly,monthly next_working_day starting 2019-01-04,next_working_day,2019-01-04,2019-02-04,2019-03-04
7,monthly,monthly,monthly previous_working_day starting 2019-01-07,previous_working_day,2019-01-07,2019-02-07,2019-03-07
8,monthly,monthly,monthly next_working_day starting 2019-01-07,next_working_day,2019-01-07,2019-02-07,2019-03-07
9,monthly,monthly,monthly previous_working_day starting 2019-01-08,previous_working_day,2019-01-08,2019-02-08,2019-03-08
10,monthly,monthly,monthly next_working_day starting 2019-01-08,next_working_day,2019-01-08,2019-02-08,2019-03-08
11,monthly,monthly,monthly previous_working_day starting 2019-01-09,previous_working_day,2019-01-09,2019-02-08,2019-03-08
12,monthly,monthly,monthly next_working_day starting 2019-01-09,next_working_day,2019-01-09,2019-02-11,2019-03-11
13,monthly,monthly,monthly previous_working_day starting 2019-01-10,previous_working_day,2019-01-10,2019-02-08,2019-03-08
14,monthly,monthly,monthly next_working_day starting 2019-01-10,next_working_day,2019-01-10,2019-02-11,2019-03-11
15,monthly,monthly,monthly previous_working_day starting 2019-01-11,previous_working_day,2019-01-11,2019-02-11,2019-03-11
16,monthly,monthly,monthly next_working_day starting 2019-01-11,next_working_day,2019-01-11,2019-02-11,2019-03-11
17,monthly,monthly,monthly previous_working_day starting 2019-01-14,previous_working_day,2019-01-14,2019-02-14,2019-03-14
18,monthly,monthly,monthly next_working_day starting 2019-01-14,next_working_day,2019-01-14,2019-02-14,2019-03-14
19,monthly,monthly,monthly previous_working_day starting 2019-01-15,previous_working_day,2019-01-15,2019-02-15,2019-03-15
20,monthly,monthly,monthly next_working_day starting 2019-01-15,next_working_day,2019-01-15,2019-02-15,2019-03-15
21,monthly,monthly,monthly previous_working_day starting 2019-01-16,previous_working_day,2019-01-16,2019-02-15,2019-03-15
22,monthly,monthly,monthly next_working_day starting 2019-01-16,next_working_day,2019-01-16,2019-02-18,2019-03-18
23,monthly,monthly,monthly previous_working_day starting 2019-01-17,previous_working_day,2019-01-17,2019-02-15,2019-03-15
24,monthly,monthly,monthly next_working_day starting 2019-01-17,next_working_day,2019-01-17,2019-02-18,2019-03-18
25,monthly,monthly,monthly previous_working_day starting 2019-01-18,previous_working_day,2019-01-18,2019-02-18,2019-03-18
26,monthly,monthly,monthly next_working_day starting 2019-01-18,next_working_day,2019-01-18,2019-02-18,2019-03-18
27,monthly,monthly,monthly previous_working_day starting 2019-01-21,previous_working_day,2019-01-21,2019-02-21,2019-03-21
28,monthly,monthly,monthly next_working_day starting 2019-01-21,next_working_day,2019-01-21,2019-02-21,2019-03-21
29,monthly,monthly,monthly previous_working_day starting 2019-01-22,previous_working_day,2019-01-22,2019-02-22,2019-03-22
30,monthly,monthly,monthly next_working_day starting 2019-01-22,next_working_day,2019-01-22,2019-02-22,2019-03-22
31,monthly,monthly,monthly previous_working_day starting 2019-01-23,previous_working_day,2019-01-23,2019-02-22,2019-03-22
32,monthly,monthly,monthly next_working_day starting 2019-01-23,next_working_day,2019-01-23,2019-02-25,2019-03-25
33,monthly,monthly,monthly previous_working_day starting 2019-01-24,previous_working_day,2019-01-24,2019-02-22,2019-03-22
34,monthly,monthly,monthly next_working_day starting 2019-01-24,next_working_day,2019-01-24,2019-02-25,2019-03-25
35,monthly,monthly,monthly previous_working_day starting 2019-01-25,previous_working_day,2019-01-25,2019-02-25,2019-03-25
36,monthly,monthly,monthly next_working_day starting 2019-01-25,next_working_day,2019-01-25,2019-02-25,2019-03-25
37,monthly,monthly,monthly previous_working_day starting 2019-01-28,previous_working_day,2019-01-28,2019-02-28,2019-03-28
38,monthly,monthly,monthly next_working_day starting 2019-01-28,next_working_day,2019-01-28,2019-02-28,2019-03-28
39,monthly,monthly,monthly previous_working_day starting 2019-01-29,previous_working_day,2019-01-29,2019-02-28,2019-03-29
40,monthly,monthly,monthly next_working_day starting 2019-01-29,next_working_day,2019-01-29,2019-02-28,2019-03-29
41,monthly,monthly,monthly previous_working_day starting 2019-01-30,previous_working_day,2019-01-30,2019-02-28,2019-03-29
42,monthly,monthly,monthly next_working_day starting 2019-01-30,next_working_day,2019-01-30,2019-02-28,2019-04-01
43,monthly,monthly,monthly previous_working_day starting 2019-01-31,previous_working_day,2019-01-31,2019-02-28,2019-03-29
44,monthly,monthly,monthly next_working_day starting 2019-01-31,next_working_day,2019-01-31,2019-02-28,2019-04-01
45,monthly,monthly,monthly previous_working_day starting 2019-02-01,previous_working_day,2019-02-01,2019-03-01,2019-04-01
46,monthly,monthly,monthly next_working_day starting 2019-02-01,next_working_day,2019-02-01,2019-03-01,2019-04-01
47,monthly,monthly,monthly previous_working_day starting 2019-02-04,previous_working_day,2019-02-04,2019-03-04,2019-04-04
48,monthly,monthly,monthly next_working_day starting 2019-02-04,next_working_day,2019-02-04,2019-03-04,2019-04-04
49,monthly,monthly,monthly previous_working_day starting 2019-02-05,previous_working_day,2019-02-05,2019-03-05,2019-04-05
50,monthly,monthly,monthly next_working_day starting 2019-02-05,next_working_day,2019-02-05,2019-03-05,2019-04-05
51,monthly,monthly,monthly previous_working_day starting 2019-02-06,previous_working_day,2019-02-06,2019-03-06,2019-04-05
52,monthly,monthly,monthly next_working_day starting 2019-02-06,next_working_day,2019-02-06,2019-03-06,2019-04-08
53,monthly,monthly,monthly previous_working_day starting 2019-02-07,previous_working_day,2019-02-07,2019-03-07,2019-04-05
54,monthly,monthly,monthly next_working_day starting 2019-02-07,next_working_day,2019-02-07,2019-03-07,2019-04-08
55,monthly,monthly,monthly previous_working_day starting 2019-02-08,previous_working_day,2019-02-08,2019-03-08,2019-04-08
56,monthly,monthly,monthly next_working_day starting 2019-02-08,next_working_day,2019-02-08,2019-03-08,2019-04-08
57,monthly,monthly,monthly previous_working_day starting 2019-02-11,previous_working_day,2019-02-11,2019-03-11,2019-04-11
58,monthly,monthly,monthly next_working_day starting 2019-02-11,next_working_day,2019-02-11,2019-03-11,2019-04-11
59,monthly,monthly,monthly previous_working_day starting 2019-02-12,previous_working_day,2019-02-12,2019-03-12,2019-04-12
60,monthly,monthly,monthly next_working_day starting 2019-02-12,next_working_day,2019-02-12,2019-03-12,2019-04-12
61,monthly,monthly,monthly previous_working_day starting 2019-02-13,previous_working_day,2019-02-13,2019-03-13,2019-04-12
62,monthly,monthly,monthly next_working_day starting 2019-02-13,next_working_day,2019-02-13,2019-03-13,2019-04-15
63,monthly,monthly,monthly previous_working_day starting 2019-02-14,previous_working_day,2019-02-14,2019-03-14,2019-04-12
64,monthly,monthly,monthly next_working_day starting 2019-02-14,next_working_day,2019-02-14,2019-03-14,2019-04-15
65,monthly,monthly,monthly previous_working_day starting 2019-02-15,previous_working_day,2019-02-15,2019-03-15,2019-04-15
66,monthly,monthly,monthly next_working_day starting 2019-02-15,next_working_day,2019-02-15,2019-03-15,2019-04-15
67,monthly,monthly,monthly previous_working_day starting 2019-02-18,previous_working_day,2019-02-18,2019-03-18,2019-04-18
68,monthly,monthly,monthly next_working_day starting 2019-02-18,next_working_day,2019-02-18,2019-03-18,2019-04-18
69,monthly,monthly,monthly previous_working_day starting 2019-02-19,previous_working_day,2019-02-19,2019-03-19,2019-04-18
70,monthly,monthly,monthly next_working_day starting 2019-02-19,next_working_day,2019-02-19,2019-03-19,2019-04-23
71,monthly,monthly,monthly previous_working_day starting 2019-02-20,previous_working_day,2019-02-20,2019-03-20,2019-04-18
